customer_id,tenure_months,monthly_charges,contract_type,login_count_last_month,support_tickets,days_since_last_login,payment_method,internet_service,online_security,tech_support,streaming_tv,paperless_billing,senior_citizen,total_charges,churned
CUST_00202,16,33.640923194362735,Two Year,56,5,62,Credit Card,DSL,No,No,Yes,No,0,545.1080714297909,Yes
CUST_00203,60,51.465852062128576,Month-to-Month,34,14,89,Credit Card,No,No internet service,No internet service,No,No,1,3063.2668667977205,Yes
CUST_00204,2,148.26613712472903,One Year,47,7,74,Electronic Check,DSL,No,No internet service,No,Yes,0,283.5188421497591,Yes
CUST_00205,1,38.52442057719672,Month-to-Month,17,6,73,Cash,DSL,No,Yes,No,No,0,38.48331822422504,Yes
CUST_00206,48,84.85545994867628,One Year,15,10,24,Cash,DSL,Yes,No,Yes,Yes,0,4200.6887606147275,Yes
CUST_00207,12,100.36024546135549,Month-to-Month,54,6,47,Bank Transfer,No,No,No,No internet service,Yes,0,1155.9998448717706,Yes
CUST_00208,69,111.32044617073352,Two Year,38,12,42,Electronic Check,Fiber Optic,No,Yes,No,No,1,7350.5095154554,Yes
CUST_00209,37,92.75432885329883,Two Year,3,3,37,Credit Card,Fiber Optic,No,Yes,No,Yes,0,3313.0396168831744,Yes
CUST_00210,32,21.270210164493875,Month-to-Month,58,8,40,Cash,No,Yes,No,No,Yes,1,698.6430322614557,Yes
CUST_00211,9,62.439970071718946,Month-to-Month,24,11,44,Cash,DSL,No,No,Yes,Yes,0,574.547369219451,Yes
CUST_00212,19,87.30251364001249,Two Year,31,9,87,Credit Card,Fiber Optic,Yes,Yes,No,Yes,0,1669.5325670080983,Yes
CUST_00213,48,31.422644888828337,Month-to-Month,39,5,39,Credit Card,DSL,Yes,No,Yes,Yes,1,1503.4945846427763,Yes
CUST_00214,3,65.58150105719349,Two Year,12,13,16,Credit Card,DSL,No,Yes,Yes,Yes,0,204.38460011981712,Yes
CUST_00215,20,24.31640414287765,One Year,44,11,87,Credit Card,No,No internet service,No,No,Yes,1,499.29834699427494,Yes
CUST_00216,24,30.215204630152698,Month-to-Month,16,10,56,Electronic Check,No,No,Yes,No internet service,No,0,747.7858686177636,Yes
CUST_00217,54,71.60002590620749,Month-to-Month,48,2,1,Bank Transfer,Fiber Optic,No,Yes,No,No,0,3987.521178952788,No
CUST_00218,33,37.25304802559785,Month-to-Month,36,4,61,Credit Card,Fiber Optic,Yes,No,Yes,Yes,0,1246.8955266101116,Yes
CUST_00219,24,93.78031027400256,One Year,5,4,87,Credit Card,Fiber Optic,Yes,Yes,No,No,1,2241.277682835371,Yes
CUST_00220,36,109.63044598784455,Month-to-Month,18,13,8,Cash,DSL,Yes,No,No internet service,Yes,1,4090.623280330519,Yes
CUST_00221,38,124.07627088418077,One Year,12,4,67,Electronic Check,DSL,No,Yes,No,Yes,0,4915.756458230673,Yes
CUST_00222,25,46.01953175182531,Month-to-Month,56,7,80,Bank Transfer,DSL,Yes,No,No internet service,Yes,0,1095.7027365148829,Yes
CUST_00223,18,41.77273569367907,One Year,59,8,16,Credit Card,DSL,Yes,Yes,No,No,0,718.1902389323221,Yes
CUST_00224,66,33.59381924347203,Two Year,25,12,49,Cash,No,No,No,No,No,0,2318.904270079431,Yes
CUST_00225,54,102.73593244067277,Two Year,13,8,39,Electronic Check,DSL,Yes,No,Yes,Yes,0,5424.114846341721,Yes
CUST_00226,35,111.84184444329715,Month-to-Month,30,12,57,Credit Card,DSL,No,Yes,Yes,Yes,0,4060.6186992774296,Yes
CUST_00227,61,24.106198827333465,Two Year,53,5,74,Credit Card,Fiber Optic,No,No,Yes,Yes,1,1454.1256939327343,Yes
CUST_00228,41,141.70759201167968,One Year,3,5,84,Credit Card,No,No,Yes,No,Yes,0,5588.707976581248,Yes
CUST_00229,33,26.756266874691413,One Year,59,8,20,Credit Card,DSL,No,No,No internet service,Yes,0,845.9117536406578,Yes
CUST_00230,68,90.36852358913916,Two Year,38,3,17,Bank Transfer,DSL,No,Yes,No internet service,Yes,0,5933.981660693974,Yes
CUST_00231,33,112.17786752861913,Month-to-Month,7,5,54,Cash,Fiber Optic,Yes,No,Yes,No,0,3609.283349865654,Yes
CUST_00232,14,133.22598608699113,Month-to-Month,24,3,28,Bank Transfer,Fiber Optic,No,No,Yes,Yes,1,1863.0222901506213,Yes
CUST_00233,21,112.83130117721561,Two Year,12,10,23,Electronic Check,Fiber Optic,No internet service,No internet service,Yes,No,0,2417.2013923626882,Yes
CUST_00234,48,124.22465079907293,Month-to-Month,31,0,73,Bank Transfer,No,Yes,No,Yes,No,1,6252.812166258153,Yes
CUST_00235,20,64.12852503056479,Two Year,58,6,16,Electronic Check,No,Yes,No,No,Yes,1,1275.0683280570966,Yes
CUST_00236,8,125.9272647870466,Two Year,37,13,17,Electronic Check,No,No internet service,No,No internet service,No,0,1009.2501023360351,Yes
CUST_00237,7,30.414930030007767,Month-to-Month,37,9,41,Credit Card,Fiber Optic,No,No internet service,No internet service,No,0,213.36897633184347,Yes
CUST_00238,67,136.3261652878686,Two Year,55,10,83,Bank Transfer,Fiber Optic,No,No,No,Yes,0,9169.871835197799,Yes
CUST_00239,17,91.18700889998571,Month-to-Month,27,11,44,Electronic Check,DSL,No,Yes,No internet service,Yes,0,1552.9292709771266,Yes
CUST_00240,33,126.24871009512418,One Year,52,5,81,Credit Card,No,Yes,No internet service,No,No,0,3961.5528064584364,Yes
CUST_00241,48,78.80137698737902,One Year,29,8,16,Bank Transfer,Fiber Optic,No,No,Yes,Yes,0,3593.995198739589,Yes
CUST_00242,59,103.66510037554825,Two Year,2,6,72,Bank Transfer,DSL,No,No internet service,No,Yes,0,5870.163949213423,Yes
CUST_00243,22,88.43234592169472,Month-to-Month,27,12,13,Cash,Fiber Optic,Yes,No internet service,No,Yes,0,1867.993984870599,Yes
CUST_00244,30,115.10663782819314,Month-to-Month,2,6,48,Bank Transfer,DSL,No,Yes,No,No,0,3523.9541177193223,Yes
CUST_00245,38,30.611897663976645,One Year,44,1,28,Electronic Check,Fiber Optic,No,No,Yes,No,0,1128.926406414491,Yes
CUST_00246,51,27.845770918773294,One Year,53,11,3,Bank Transfer,Fiber Optic,No,Yes,Yes,No,0,1476.189021408549,Yes
CUST_00247,54,52.12342042131904,One Year,33,10,81,Electronic Check,Fiber Optic,Yes,Yes,Yes,Yes,0,2935.303013474848,Yes
CUST_00248,8,40.740808414714486,Month-to-Month,15,14,19,Bank Transfer,No,No,Yes,No internet service,Yes,0,341.43709076176054,Yes
CUST_00249,27,133.33186365698623,Month-to-Month,21,8,46,Electronic Check,DSL,No,No,No,Yes,0,3758.0278461679536,Yes
CUST_00250,27,48.497818356545764,Month-to-Month,31,9,8,Bank Transfer,Fiber Optic,No,Yes,No,No,0,1279.5712150595098,Yes
CUST_00251,21,146.86248325648705,Two Year,37,8,76,Electronic Check,Fiber Optic,No,Yes,No,Yes,0,3087.127436938527,Yes
CUST_00252,30,63.79645293024389,Month-to-Month,7,5,78,Electronic Check,Fiber Optic,Yes,No,Yes,Yes,0,1851.7791227545902,Yes
CUST_00253,28,43.67532903953091,Month-to-Month,54,12,26,Bank Transfer,No,No,Yes,No,Yes,0,1260.35587395213,Yes
CUST_00254,64,122.6608059285223,Two Year,7,2,14,Credit Card,Fiber Optic,No,Yes,No internet service,Yes,0,8155.221793832883,Yes
CUST_00255,69,105.6320108151139,Month-to-Month,56,0,18,Credit Card,Fiber Optic,Yes,Yes,No,No,1,7544.649436898996,Yes
CUST_00256,61,84.76544313890807,Two Year,5,3,89,Credit Card,DSL,No,No,No internet service,No,0,5136.238132732789,Yes
CUST_00257,48,92.19726162189205,One Year,13,13,51,Electronic Check,No,No,No,Yes,No,0,4539.943872192667,Yes
CUST_00258,19,113.4962311753943,Two Year,31,13,25,Credit Card,Fiber Optic,No,Yes,Yes,Yes,0,2069.6492218933163,Yes
CUST_00259,4,49.69911637306883,Month-to-Month,34,2,88,Credit Card,Fiber Optic,Yes,No internet service,No internet service,No,0,189.656694033027,Yes
CUST_00260,35,149.52340908737645,Month-to-Month,9,13,25,Electronic Check,DSL,No,No,No internet service,No,0,5365.8460199619585,Yes
CUST_00261,64,146.7231110790818,One Year,2,11,25,Credit Card,DSL,No internet service,Yes,No internet service,Yes,1,9320.185628253937,Yes
CUST_00262,49,104.5423392251018,Two Year,58,0,45,Bank Transfer,Fiber Optic,No,Yes,No,No,0,5376.423430782042,Yes
CUST_00263,17,45.940518620788865,One Year,11,2,48,Credit Card,No,No internet service,No,No internet service,Yes,1,749.5348212203244,Yes
CUST_00264,44,108.42967151606787,Month-to-Month,48,13,81,Cash,Fiber Optic,No internet service,No,No internet service,No,0,4940.572154546886,Yes
CUST_00265,30,29.38579316729286,One Year,58,13,52,Electronic Check,No,Yes,Yes,No internet service,No,1,879.809154530161,Yes
CUST_00266,46,23.984825286754788,One Year,30,3,2,Electronic Check,Fiber Optic,No,Yes,No,No,0,1139.3965084864858,Yes
CUST_00267,6,53.498775506457775,One Year,28,12,65,Bank Transfer,Fiber Optic,No,No internet service,Yes,Yes,0,331.1722058042228,Yes
CUST_00268,37,80.14098437611112,One Year,4,12,41,Electronic Check,DSL,No internet service,Yes,No internet service,Yes,0,3088.5670532985696,Yes
CUST_00269,24,132.87542570308946,Two Year,51,14,18,Credit Card,No,Yes,No,No,Yes,0,3124.5443789391857,Yes
CUST_00270,46,114.53197906962004,One Year,24,13,16,Credit Card,DSL,No internet service,No internet service,No,Yes,0,5505.4465238292205,Yes
CUST_00271,53,116.55184775599753,Month-to-Month,40,7,32,Credit Card,No,No,No,No,No,0,5962.073976222522,Yes
CUST_00272,60,75.3141334782498,Month-to-Month,30,8,75,Bank Transfer,No,No,Yes,No,No,0,4329.946053000589,Yes
CUST_00273,63,64.97154903110518,Month-to-Month,20,2,48,Bank Transfer,No,Yes,No,No,No,0,4065.216400633769,Yes
CUST_00274,32,68.23503918799835,Month-to-Month,57,5,55,Bank Transfer,Fiber Optic,Yes,Yes,Yes,Yes,0,2255.211272037055,Yes
CUST_00275,33,148.39444328568752,Month-to-Month,19,9,62,Credit Card,Fiber Optic,No,No,No internet service,No,0,4884.000911902406,Yes
CUST_00276,67,25.214194883622724,Month-to-Month,38,10,2,Bank Transfer,No,Yes,No,No,No,1,1744.979136883617,Yes
CUST_00277,18,132.71409449591832,Month-to-Month,21,14,48,Electronic Check,DSL,No internet service,No internet service,No,No,0,2443.7225185341013,Yes
CUST_00278,25,95.22780311441115,Month-to-Month,3,4,54,Bank Transfer,Fiber Optic,Yes,No internet service,Yes,Yes,0,2311.518836771783,Yes
CUST_00279,54,77.02000449464677,Two Year,12,5,25,Electronic Check,DSL,No,No internet service,Yes,Yes,0,4345.773712454459,Yes
CUST_00280,58,114.28349585396775,Two Year,44,3,71,Credit Card,Fiber Optic,No,No internet service,Yes,Yes,0,6337.3090712653575,Yes
CUST_00281,67,83.26696238521137,Month-to-Month,41,9,51,Electronic Check,DSL,No,No,No,No,1,5801.082207369005,Yes
CUST_00282,46,133.54502095061588,Two Year,49,5,6,Bank Transfer,DSL,No,No,Yes,No,0,6022.939186700922,No
CUST_00283,24,137.0912423214636,One Year,48,6,45,Credit Card,Fiber Optic,No,No,No internet service,No,0,3290.238537887065,Yes
CUST_00284,32,74.8237204935492,Month-to-Month,19,8,45,Credit Card,Fiber Optic,Yes,No,Yes,Yes,1,2375.7673061171336,Yes
CUST_00285,47,55.9876136405567,Month-to-Month,51,9,15,Electronic Check,Fiber Optic,Yes,No internet service,Yes,Yes,0,2545.0638009298314,Yes
CUST_00286,23,97.00554271713709,One Year,12,6,23,Electronic Check,DSL,No,Yes,Yes,No,0,2199.478240009243,Yes
CUST_00287,66,138.60723493016982,One Year,16,5,60,Bank Transfer,Fiber Optic,No,No internet service,Yes,No,1,8867.171547788192,Yes
CUST_00288,27,47.38608457073666,One Year,53,0,53,Credit Card,DSL,No,No internet service,No,No,0,1241.5388000157002,Yes
CUST_00289,2,100.98565586325276,Month-to-Month,35,1,61,Electronic Check,Fiber Optic,No,No internet service,No internet service,No,0,195.65075759414603,Yes
CUST_00290,17,102.10282861202768,Month-to-Month,32,0,0,Electronic Check,Fiber Optic,No,No internet service,No,Yes,0,1733.8417802997599,Yes
CUST_00291,33,115.30469291398653,Month-to-Month,0,8,48,Bank Transfer,Fiber Optic,No,Yes,Yes,No,0,3918.419386134665,Yes
CUST_00292,9,37.10379906654377,Month-to-Month,14,9,24,Bank Transfer,Fiber Optic,Yes,Yes,Yes,No,1,336.23733684575484,Yes
CUST_00293,43,113.05724540867152,Month-to-Month,12,9,9,Credit Card,DSL,No,Yes,No,Yes,0,5052.617423818701,Yes
CUST_00294,48,138.17422768653333,Month-to-Month,16,8,79,Electronic Check,No,No internet service,Yes,No internet service,Yes,0,6722.924189372519,Yes
CUST_00295,39,43.35880415313146,Two Year,23,6,15,Bank Transfer,Fiber Optic,No internet service,No,Yes,Yes,0,1723.0106498411037,Yes
CUST_00296,42,50.88063224010409,Two Year,57,12,57,Cash,Fiber Optic,No,No internet service,No,Yes,0,2172.8039937137655,Yes
CUST_00297,26,146.28136222541315,Month-to-Month,7,1,71,Bank Transfer,Fiber Optic,No,No internet service,No,No,0,3784.093154881202,Yes
CUST_00298,50,43.52700385223367,Two Year,49,5,28,Bank Transfer,DSL,No internet service,No,Yes,Yes,0,2217.556950828085,No
CUST_00299,25,131.07006213804527,Month-to-Month,26,10,5,Bank Transfer,Fiber Optic,No,Yes,No,Yes,0,3135.7554724315496,Yes
CUST_00300,24,83.99612133824452,Month-to-Month,44,3,15,Cash,Fiber Optic,Yes,Yes,Yes,Yes,1,2088.4496190749264,Yes
CUST_00301,13,52.14003967241302,Month-to-Month,22,0,19,Electronic Check,DSL,Yes,Yes,No,Yes,0,696.6511927762065,Yes
CUST_00302,60,133.19748716542648,One Year,45,0,79,Bank Transfer,DSL,No,No,Yes,Yes,0,7788.240853714161,Yes
CUST_00303,7,77.88968315034651,Two Year,7,11,70,Electronic Check,DSL,No internet service,No,No,No,0,559.8416561075278,Yes
CUST_00304,57,86.92625601085973,One Year,7,4,77,Bank Transfer,No,No,Yes,Yes,Yes,0,4713.320914821919,Yes
CUST_00305,36,66.70033802196954,Month-to-Month,58,11,42,Bank Transfer,Fiber Optic,Yes,Yes,No internet service,Yes,0,2333.3170716982786,Yes
CUST_00306,45,97.08361068654057,One Year,25,1,25,Credit Card,DSL,Yes,Yes,Yes,Yes,0,4178.781269291056,Yes
CUST_00307,20,41.25810343605296,Month-to-Month,46,3,89,Bank Transfer,Fiber Optic,No,No,No internet service,Yes,1,848.2853309438339,Yes
CUST_00308,65,70.84059976472889,Two Year,58,0,77,Credit Card,Fiber Optic,No internet service,No,No internet service,Yes,1,4722.459793876869,No
CUST_00309,8,146.02360190358738,One Year,12,3,70,Cash,No,No,No,No internet service,Yes,0,1204.8274247345091,Yes
CUST_00310,16,53.55734625114658,Month-to-Month,38,10,32,Credit Card,DSL,No,No,No,No,0,814.4557071793909,Yes
CUST_00311,14,105.37576639036799,One Year,36,5,25,Cash,DSL,Yes,No internet service,No,No,0,1475.4425887910338,Yes
CUST_00312,15,62.274708349210336,One Year,48,9,44,Bank Transfer,No,No internet service,Yes,Yes,Yes,0,953.2547969277853,Yes
CUST_00313,66,120.55150633925808,Month-to-Month,27,3,83,Electronic Check,DSL,No,No,Yes,Yes,0,7682.222792503123,Yes
CUST_00314,32,37.01357589338548,One Year,24,0,62,Bank Transfer,DSL,Yes,No,No,No,0,1202.17615806326,Yes
CUST_00315,63,146.07673586021082,Month-to-Month,15,6,66,Credit Card,No,No,No,Yes,No,0,8820.09777242185,Yes
CUST_00316,51,78.99264037987311,One Year,54,13,51,Bank Transfer,Fiber Optic,Yes,No internet service,No internet service,Yes,0,3900.242807933237,Yes
CUST_00317,25,50.68656023504032,Two Year,1,1,67,Credit Card,DSL,Yes,No,Yes,No,0,1264.0970653893678,Yes
CUST_00318,58,29.554577152901643,Two Year,53,8,25,Electronic Check,DSL,Yes,No,No,No,0,1740.4890831551777,No
CUST_00319,63,42.0685276613803,One Year,17,12,74,Bank Transfer,DSL,Yes,Yes,No,No,0,2556.4613267674795,Yes
CUST_00320,62,87.57061331228229,One Year,16,2,1,Electronic Check,DSL,No,No,No,Yes,1,5258.473872313203,Yes
CUST_00321,22,63.810412936067216,Month-to-Month,29,7,13,Credit Card,No,No,Yes,No,Yes,1,1362.3384059964299,Yes
CUST_00322,58,127.75483756473923,One Year,38,12,29,Credit Card,Fiber Optic,No,Yes,Yes,Yes,0,7216.1636084962975,Yes
CUST_00323,58,76.01537807603478,Month-to-Month,12,7,48,Bank Transfer,Fiber Optic,No,No,No,No,0,4288.332475401296,Yes
CUST_00324,49,52.33285543639189,Month-to-Month,31,2,11,Cash,No,Yes,No,Yes,No,0,2537.4228983010894,Yes
CUST_00325,52,100.22884825852391,Month-to-Month,49,3,89,Electronic Check,Fiber Optic,Yes,Yes,No internet service,Yes,0,5292.053739245958,Yes
CUST_00326,42,111.88103819510796,Month-to-Month,28,1,43,Bank Transfer,DSL,No,No,No,No,0,4669.884716754871,Yes
CUST_00327,70,41.715448027123486,One Year,45,3,32,Bank Transfer,Fiber Optic,No,No,No internet service,No,0,3000.6679886297306,Yes
CUST_00328,15,41.79049811748129,Month-to-Month,29,10,12,Credit Card,No,Yes,Yes,Yes,No,0,640.6024818898221,Yes
CUST_00329,54,24.767285501360586,One Year,17,10,77,Cash,No,No internet service,No,Yes,No,0,1287.4838785206396,Yes
CUST_00330,60,115.73226195853327,Month-to-Month,12,10,87,Electronic Check,DSL,No,No,Yes,No,0,6630.654240904215,Yes
CUST_00331,8,106.29458859083466,Month-to-Month,42,13,25,Credit Card,Fiber Optic,No internet service,No,Yes,Yes,1,882.4952231720491,Yes
CUST_00332,53,81.7020138474758,One Year,20,8,20,Bank Transfer,Fiber Optic,No,No,Yes,No,0,4148.264899421033,Yes
CUST_00333,60,129.74215836599564,Month-to-Month,29,1,27,Credit Card,No,Yes,Yes,No,No,0,7510.7780997226655,Yes
CUST_00334,5,124.7371198835069,Month-to-Month,20,11,47,Cash,DSL,No,No,Yes,Yes,0,593.8817399700116,Yes
CUST_00335,68,96.09606737157777,One Year,47,11,39,Credit Card,Fiber Optic,Yes,No internet service,No,Yes,0,6618.394397307837,Yes
CUST_00336,6,132.87526646672362,Month-to-Month,54,12,65,Electronic Check,No,No,No,No internet service,No,0,803.8186051175496,Yes
CUST_00337,47,46.75935730477987,Two Year,16,2,72,Credit Card,Fiber Optic,Yes,Yes,No,Yes,0,2304.6961151303653,Yes
CUST_00338,55,34.549550521704624,Month-to-Month,39,14,86,Electronic Check,Fiber Optic,No internet service,No,Yes,No,0,1973.7511507564984,Yes
CUST_00339,40,55.06744949720865,Month-to-Month,18,10,78,Electronic Check,DSL,Yes,No internet service,Yes,Yes,0,2183.0594246027395,Yes
CUST_00340,52,27.42129129161093,One Year,51,10,76,Electronic Check,DSL,No internet service,Yes,No,Yes,0,1407.5964804397843,Yes
CUST_00341,16,89.05203864013416,Month-to-Month,14,14,22,Electronic Check,DSL,No internet service,No internet service,Yes,Yes,0,1395.887433453405,Yes
CUST_00342,13,141.758739998345,Month-to-Month,8,3,80,Electronic Check,No,No,No internet service,No,Yes,0,1778.8069558166387,Yes
CUST_00343,30,25.114660286906254,Month-to-Month,51,4,47,Credit Card,DSL,No,Yes,Yes,No,0,726.171590557028,Yes
CUST_00344,19,35.87428882130348,Month-to-Month,9,0,1,Credit Card,Fiber Optic,No,No internet service,No internet service,Yes,0,656.547522724758,Yes
CUST_00345,17,78.78587367684659,Two Year,43,6,83,Credit Card,Fiber Optic,No internet service,No,No,Yes,0,1287.675932316521,Yes
CUST_00346,63,141.40375227862762,Month-to-Month,30,13,19,Cash,DSL,No,No internet service,No,Yes,0,8677.2731970412,Yes
CUST_00347,19,61.10029364697757,One Year,52,9,58,Bank Transfer,Fiber Optic,No,No,Yes,Yes,0,1138.461632720396,Yes
CUST_00348,58,85.94052512949102,Two Year,22,6,45,Electronic Check,Fiber Optic,No,No,Yes,Yes,1,5214.626824637404,Yes
CUST_00349,55,25.404471676550973,Month-to-Month,51,8,2,Electronic Check,No,No internet service,No,No,No,1,1408.2105853637468,Yes
CUST_00350,62,39.28461612507155,Two Year,29,3,54,Credit Card,Fiber Optic,No,No,No,Yes,0,2554.4072792753955,Yes
CUST_00351,23,148.2619159846501,Month-to-Month,32,13,11,Credit Card,Fiber Optic,No,Yes,Yes,Yes,1,3366.53498991346,Yes
CUST_00352,9,145.46543053668591,Two Year,56,13,39,Credit Card,DSL,No,No,Yes,Yes,0,1303.6414007098738,Yes
CUST_00353,12,20.64219752147325,Month-to-Month,51,5,65,Bank Transfer,No,No internet service,Yes,Yes,Yes,1,243.3610718972886,Yes
CUST_00354,1,143.73553210502106,One Year,8,10,77,Credit Card,DSL,No,Yes,No,Yes,0,139.17750088147534,Yes
CUST_00355,58,103.08559191601505,Month-to-Month,53,1,15,Credit Card,No,Yes,Yes,Yes,Yes,0,5765.613782700292,Yes
CUST_00356,1,132.82937828760288,Month-to-Month,46,11,82,Electronic Check,DSL,No,No,No,No,0,138.74133760095881,Yes
CUST_00357,34,79.11618123240169,One Year,0,11,33,Cash,No,No internet service,Yes,No,No,0,2820.89980913366,Yes
CUST_00358,48,87.02748371530254,One Year,43,13,43,Credit Card,Fiber Optic,No,Yes,No,No,0,3987.2133877029605,Yes
CUST_00359,1,83.55005543339962,Month-to-Month,34,3,5,Credit Card,No,No internet service,Yes,No internet service,Yes,1,80.62869327853184,Yes
CUST_00360,16,106.69235348099356,Month-to-Month,10,1,76,Credit Card,DSL,Yes,Yes,No internet service,Yes,0,1694.0226243726984,Yes
CUST_00361,61,38.15466311832068,One Year,33,9,63,Electronic Check,Fiber Optic,No,No,No,Yes,0,2254.4306229139606,Yes
CUST_00362,64,23.896566683448135,One Year,15,4,21,Electronic Check,Fiber Optic,No,No internet service,Yes,No,0,1508.5624037367131,Yes
CUST_00363,63,60.03089240685482,Two Year,8,14,17,Credit Card,No,No internet service,Yes,No,No,0,3641.672455808071,Yes
CUST_00364,69,111.60849915576406,One Year,31,6,11,Credit Card,DSL,Yes,No internet service,No,Yes,0,7667.496204561628,Yes
CUST_00365,22,46.240948775983284,Two Year,14,12,51,Electronic Check,No,No internet service,No,No,Yes,0,994.0753464418356,Yes
CUST_00366,67,107.54621633223925,One Year,11,0,50,Electronic Check,No,No,No,No,No,0,7098.885253155728,Yes
CUST_00367,26,146.08856599394517,Month-to-Month,32,14,70,Credit Card,DSL,Yes,No,Yes,No,0,3644.2103800693726,Yes
CUST_00368,16,32.20709305262439,Month-to-Month,44,9,47,Electronic Check,No,No,No internet service,No,No,0,511.60983034814706,Yes
CUST_00369,51,107.43827536926642,One Year,13,9,18,Credit Card,Fiber Optic,Yes,Yes,Yes,No,0,5744.14590166458,Yes
CUST_00370,57,77.68752850959424,One Year,56,6,5,Bank Transfer,Fiber Optic,No,No,No,No,0,4352.39316101006,No
CUST_00371,29,132.85849306907568,Month-to-Month,56,9,83,Electronic Check,DSL,Yes,No,Yes,Yes,1,3997.930594990882,Yes
CUST_00372,69,43.029472628160164,Month-to-Month,7,12,26,Electronic Check,Fiber Optic,Yes,No,No,No,0,3070.9305900295317,Yes
CUST_00373,47,110.04137378940139,Two Year,7,5,52,Bank Transfer,Fiber Optic,No internet service,No internet service,Yes,No,0,5405.746676199564,Yes
CUST_00374,62,128.95498765425432,One Year,26,5,47,Cash,Fiber Optic,Yes,Yes,No,No,0,8227.157859715035,Yes
CUST_00375,69,142.799848531623,Month-to-Month,11,11,6,Bank Transfer,Fiber Optic,Yes,No,No,Yes,0,10010.44332751986,Yes
CUST_00376,16,108.82224367765396,Month-to-Month,0,7,58,Electronic Check,Fiber Optic,No,No,Yes,Yes,0,1803.2428096926735,Yes
CUST_00377,48,84.63271932109555,Month-to-Month,42,7,68,Bank Transfer,Fiber Optic,No,No,No,Yes,0,3889.9816731677524,Yes
CUST_00378,39,100.3201412261578,Month-to-Month,39,5,10,Electronic Check,DSL,No,Yes,No,Yes,0,3897.943056315668,Yes
CUST_00379,33,132.95764798223337,Month-to-Month,41,2,14,Cash,No,No,No,No,No,0,4602.268567278446,Yes
CUST_00380,23,94.17926706304786,Month-to-Month,50,4,63,Credit Card,Fiber Optic,No,No internet service,Yes,Yes,0,2224.5218551428575,Yes
CUST_00381,10,23.950317760588792,One Year,10,1,2,Cash,DSL,No,No,No,Yes,0,250.5700297392236,Yes
CUST_00382,69,141.0233304159071,Month-to-Month,38,14,68,Electronic Check,DSL,Yes,No internet service,No,No,0,10002.711079282084,Yes
CUST_00383,34,109.63847763410294,Two Year,42,13,22,Electronic Check,Fiber Optic,Yes,No,No,Yes,0,3867.4532994491356,Yes
CUST_00384,52,107.94674015104205,Two Year,30,4,52,Credit Card,No,No,Yes,No,Yes,0,5729.160330723145,Yes
CUST_00385,10,48.03776981170323,Month-to-Month,16,13,36,Electronic Check,Fiber Optic,No,Yes,No,Yes,0,492.891633440715,Yes
CUST_00386,19,105.65511113024543,One Year,32,8,8,Electronic Check,Fiber Optic,No,Yes,Yes,No,0,2012.0999743648667,Yes
CUST_00387,58,71.2023727350406,Month-to-Month,31,9,14,Credit Card,DSL,No,No,Yes,Yes,0,4304.936657861777,Yes
CUST_00388,1,104.66028701539398,Two Year,57,0,2,Cash,Fiber Optic,No,Yes,Yes,No,0,108.06215358309517,No
CUST_00389,69,33.857093940038794,Month-to-Month,28,9,69,Credit Card,No,Yes,No,Yes,Yes,0,2416.4758064137245,Yes
CUST_00390,4,105.51988959839468,One Year,20,4,16,Credit Card,No,Yes,No,No,No,0,429.3819188868343,Yes
CUST_00391,16,149.92378435018665,One Year,20,11,25,Bank Transfer,DSL,No,Yes,No,Yes,0,2351.903567410037,Yes
CUST_00392,24,26.267565051872282,Month-to-Month,39,5,20,Bank Transfer,Fiber Optic,No,Yes,Yes,Yes,0,601.1466623063569,Yes
CUST_00393,2,147.03264394877124,Month-to-Month,22,13,71,Electronic Check,DSL,No,Yes,No internet service,Yes,0,306.87639300292835,Yes
CUST_00394,32,72.89803489397318,One Year,55,10,20,Credit Card,Fiber Optic,Yes,No,No,Yes,0,2352.826730022515,Yes
CUST_00395,24,133.1979485438437,One Year,5,6,10,Cash,No,No,Yes,No internet service,Yes,0,3132.2221039109127,Yes
CUST_00396,12,121.71011292757555,Month-to-Month,21,8,37,Credit Card,No,No internet service,Yes,No,Yes,0,1409.2767883554693,Yes
CUST_00397,50,93.71211392826682,One Year,49,5,71,Credit Card,DSL,Yes,No internet service,No,Yes,0,4840.00725855039,Yes
CUST_00398,35,115.99839720267245,Month-to-Month,37,4,87,Credit Card,No,No,No internet service,Yes,Yes,0,4196.569213231413,Yes
CUST_00399,33,134.20702296917523,One Year,36,11,34,Bank Transfer,Fiber Optic,No internet service,Yes,Yes,Yes,0,4568.122045722297,Yes
CUST_00400,33,72.53824181463429,Month-to-Month,44,6,13,Cash,Fiber Optic,No,No,Yes,Yes,1,2428.4913230798475,Yes
CUST_00401,61,62.51431100322103,Two Year,50,12,13,Electronic Check,Fiber Optic,No,No,No,No,1,3762.279641245145,Yes
CUST_00402,51,106.78714012326601,Month-to-Month,53,0,9,Electronic Check,Fiber Optic,Yes,No,Yes,No,1,5339.437999123807,Yes
CUST_00403,43,125.01997245236362,Month-to-Month,7,10,11,Credit Card,Fiber Optic,No,No,No,Yes,0,5111.664798314446,Yes
CUST_00404,12,119.09706752096005,Month-to-Month,40,13,37,Bank Transfer,Fiber Optic,Yes,Yes,Yes,Yes,0,1476.8428285826358,Yes
CUST_00405,67,123.71577435162249,Month-to-Month,48,4,33,Bank Transfer,Fiber Optic,No internet service,No,No internet service,No,0,7946.981623437087,Yes
